,Book,Author,Description,Genres,Year of Publication,Publisher_x,URL,Aggregated Emotions,Aggregated Des Emotions,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
1269,blonde,joyce carol oates,« alors en début de soirée ce 3 août 1962 vint la mort index sur la sonnette du 12305 fifth helena drive la mort qui essuyait la sueur de son front avec sa casquette de base ball la mort qui mastiquait vite impatiente un chewing gum pas un bruit à l intérieur la mort ne peut pas le laisser sur le pas de la porte ce foutu paquet il lui faut une signature elle n entend que les vibrations ronronnantes de l air conditionné ou bien est ce qu elle entend une radio là la maison est de type espagnol c est une « hacienda » de plain pied murs en fausses briques toiture en tuiles orange luisantes fenêtres aux stores tirés la croirait presque recouverte une poussière grise compacte et miniature comme une maison de poupée rien de grandiose pour brentwood la mort sonna à deux reprises appuya fort la seconde cette fois ouvrit la porte de la main de la mort j acceptais ce cadeau je savais ce que c était je crois et de la part de qui c était en voyant le nom et l adresse j ai ri et j ai signé sans hésiter » ,Fiction,2002,LGF,https://www.goodreads.com/book/show/15975.Blonde,"[(' sad', 26), (' happy', 18), (' attracted', 13), (' fearless', 7), (' obsessed', 6), (' hated', 6), (' attached', 6), (' loved', 6), (' alone', 5), (' powerless', 3), (' fearful', 3), (' cheated', 3), (' lost', 3), (' anxious', 2), (' codependent', 2), (' adequate', 2), (' average', 2), (' esteemed', 2), (' derailed', 1), (' independent', 1), (' embarrassed', 1), (' belittled', 1), (' angry', 1), (' surprise', 1), (' ecstatic', 1)]",[],2253152854,blonde,Joyce Carol Oates,2002,LGF,http://images.amazon.com/images/P/2253152854.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253152854.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253152854.01.LZZZZZZZ.jpg
1270,the god of small things,arundhati roy,year 1969 state kerala southernmost tip india skyblue plymouth chrome tailfins stranded highway amid marxist workers demonstration inside car sit two egg twins rahel esthappen begins tale armed invincible innocence children fashion childhood shade wreck family—their lonely lovely mother ammu loves night man children love day blind grandmother mammachi plays handel violin beloved uncle chacko rhodes scholar pickle baron radical marxist bottom pincher enemy baby kochamma ex nun incumbent grandaunt ghost imperial entomologist moth unusually dense dorsal tufts english cousin sophie mol mother margaret kochamma arrive christmas visit esthappen rahel learn things change day lives twist new ugly shapes even cease forever beside river graygreen fish sky trees night broken yellow moon brilliantly plotted story uncoils agonizing sense foreboding inevitability yet nothing prepares lies heart god small things takes big themes—love madness hope infinite joy writer dares break rules dislocate received rhythms create language requires language classical unprecedented arundhati roy given us book anchored anguish fueled wit magic ,Fiction,1998,Perennial,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,"[(' happy', 29), (' sad', 25), (' attached', 14), (' powerless', 8), (' loved', 7), (' angry', 6), (' surprise', 5), (' esteemed', 5), (' attracted', 5), (' fearful', 5), (' hated', 5), (' derailed', 3), (' alone', 3), (' entitled', 3), (' lost', 3), (' average', 2), (' bored', 2), (' anxious', 2), (' free', 2), (' independent', 2), (' focused', 1), (' fearless', 1), (' codependent', 1), (' belittled', 1), (' ecstatic', 1)]","[(' alone', 30), (' fearful', 30)]",0060977493,the god of small things,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg
1273,five smooth stones,ann fairbairn,gripping bestseller first published 1966 continued captivate readers wide ranging yet intimate portrait america sundered racial conflict david champlin black man born poverty depression era new orleans makes way ladder success sacrifice everything lead people civil rights movement sara kent white girl loves david moment first sees struggles belief marriage would wrong violent world confront “ five smooth stones ” biblical david carried goliath time novel comes climax horror bloodshed hope readers convinced enduring popularity fully justified ,Fiction,1985,Bantam Books,https://www.goodreads.com/book/show/271685.Five_Smooth_Stones,"[(' happy', 14), (' attached', 11), (' loved', 9), (' attracted', 5), (' sad', 3), (' fearless', 2), (' lost', 1), (' singled out', 1), (' bored', 1), (' demoralized', 1), (' alone', 1), (' angry', 1), (' ecstatic', 1), (' fearful', 1), (' independent', 1), (' embarrassed', 1)]","[(' singled out', 54)]",0553252038,five smooth stones,Ann Fairbairn,1985,Bantam Books,http://images.amazon.com/images/P/0553252038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553252038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553252038.01.LZZZZZZZ.jpg
1275,the fuck-up,arthur nersesian,arthur nersesian underground literary treasure unforgettable slice gritty new york city life darkly hilarious odyssey anonymous slacker perennial couch surfer aspiring writer searching spite trying survive life things store fuck dumped girlfriend getting fired asking raise falling robbery posing gay man keep job porno theater fuck tragi comedy perfectly realized arthur nersesian manages create humor suspense urban desperation read howl says bruce benderson author user glad happen ,Fiction,1997,Akashic Books,https://www.goodreads.com/book/show/25148.The_Fuck_Up,"[(' sad', 14), (' happy', 14), (' powerless', 4), (' attached', 4), (' apathetic', 3), (' angry', 2), (' hated', 2), (' esteemed', 2), (' loved', 2), (' bored', 2), (' alone', 2), (' fearless', 2), (' attracted', 2), (' focused', 1), (' average', 1), (' lost', 1), (' singled out', 1), (' codependent', 1), (' independent', 1), (' anxious', 1)]","[(' happy', 58)]",1888451033,the fuck-up,Arthur Nersesian,1997,Akashic Books,http://images.amazon.com/images/P/1888451033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1888451033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1888451033.01.LZZZZZZZ.jpg
1276,bridge to terabithia,katherine paterson,40th anniversary edition classic newbery medal winning title beloved author katherine paterson brand new bonus materials including author note katherine foreword new york times bestselling author kate dicamillo jess aarons practicing summer fastest runner fifth grade almost new girl school leslie burke outpaces two become fast friends spend days woods behind leslie house invent enchanted land called terabithia one morning leslie goes terabithia without jess tragedy occurs take love family strength leslie given jess able deal grief bridge terabithia also named ala notable children ’ book become touchstone children ’ literature many katherine paterson ’ novels including great gilly hopkins jacob loved ,Fiction,2004,HarperTrophy,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,"[(' happy', 16), (' attached', 8), (' attracted', 8), (' sad', 8), (' angry', 6), (' fearful', 5), (' loved', 3), (' surprise', 3), (' alone', 2), (' lustful', 1), (' powerless', 1), (' cheated', 1), (' embarrassed', 1), (' adequate', 1), (' average', 1), (' hated', 1)]","[(' attracted', 25), (' attached', 25), (' happy', 25), (' loved', 25)]",006073941X,bridge to terabithia,Katherine Paterson,2004,HarperTrophy,http://images.amazon.com/images/P/006073941X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006073941X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006073941X.01.LZZZZZZZ.jpg
1283,ordinary people,judith guest,jarrets typical american family calvin determined successful provider beth organized efficient wife two sons conrad buck one memorable moving novel judith guest takes reader lives share misunderstandings pain ultimate healing back cover ,Fiction,1993,Penguin Books,https://www.goodreads.com/book/show/160251.Ordinary_People,"[(' average', 31), (' sad', 20), (' happy', 19), (' attracted', 13), (' attached', 10), (' loved', 4), (' alone', 4), (' lost', 3), (' powerless', 2), (' free', 2), (' hated', 2), (' anxious', 2), (' angry', 2), (' surprise', 1), (' apathetic', 1), (' derailed', 1), (' independent', 1), (' adequate', 1), (' embarrassed', 1), (' focused', 1), (' entitled', 1), (' codependent', 1)]","[(' focused', 30), (' adequate', 30)]",0140065172,ordinary people,Judith Guest,1993,Penguin Books,http://images.amazon.com/images/P/0140065172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140065172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140065172.01.LZZZZZZZ.jpg
1289,leota's garden,francine rivers,leota ’ garden place beauty—where flowers bloomed hope thrived refuge deep wounds inflicted devastating war sanctuary knelt loving god prayed children ’ understand silent sacrifices eighty four leota alone beloved garden ruins efforts reconcile adult children fruitless voices despair loving father friend god brings wind change unlikely means one college student thinks answers granddaughter leota never hoped know devastation wrought keeping painful family secrets repaired runs time ,Fiction,1999,Tyndale House Publishers,https://www.goodreads.com/book/show/95608.Leota_s_Garden,"[(' happy', 10), (' attached', 9), (' attracted', 7), (' alone', 6), (' loved', 5), (' angry', 5), (' sad', 4), (' independent', 3), (' fearful', 2), (' fearless', 2), (' powerless', 2), (' hated', 2), (' demoralized', 2), (' focused', 2), (' singled out', 1), (' ecstatic', 1), (' adequate', 1), (' anxious', 1), (' derailed', 1), (' average', 1)]","[(' attached', 54), (' alone', 27)]",0842335722,leota's garden,Francine Rivers,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842335722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842335722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842335722.01.LZZZZZZZ.jpg
1291,"good morning, midnight",jean rhys,1930s paris one cheap hotel room much like another young woman teaching indifference escaped personal tragedy come france find courage seek independence tells expect nothing especially kindness least men tomorrow resolves dye hair blonde ,Fiction,1975,Penguin,https://www.goodreads.com/book/show/144073.Good_Morning_Midnight,"[(' sad', 47), (' happy', 23), (' attached', 15), (' alone', 14), (' angry', 10), (' fearless', 8), (' attracted', 8), (' fearful', 8), (' hated', 6), (' lost', 6), (' bored', 4), (' loved', 4), (' adequate', 4), (' singled out', 3), (' independent', 3), (' powerless', 3), (' free', 2), (' derailed', 2), (' cheated', 2), (' apathetic', 2), (' anxious', 2), (' lustful', 2), (' obsessed', 1), (' ecstatic', 1), (' focused', 1), (' esteemed', 1), (' surprise', 1)]",[],0140029613,"good morning, midnight",Jean Rhys,1975,Penguin,http://images.amazon.com/images/P/0140029613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140029613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140029613.01.LZZZZZZZ.jpg
1294,cat's eye,margaret atwood,cat eye story elaine risley controversial painter returns toronto city youth retrospective art engulfed vivid images past reminisces trio girls initiated fierce politics childhood secret world friendship longing betrayal elaine must come terms identity daughter lover artist woman—but must seek release haunting memories disturbing hilarious compassionate cat eye breathtaking novel woman grappling tangled knots life ,Fiction,1989,Bantam,https://www.goodreads.com/book/show/51019.Cat_s_Eye,"[(' happy', 18), (' attached', 10), (' sad', 10), (' fearless', 7), (' powerless', 7), (' loved', 5), (' free', 3), (' fearful', 3), (' alone', 3), (' embarrassed', 3), (' attracted', 3), (' esteemed', 2), (' demoralized', 2), (' ecstatic', 2), (' independent', 2), (' anxious', 2), (' derailed', 2), (' average', 1), (' angry', 1), (' bored', 1), (' apathetic', 1), (' singled out', 1), (' hated', 1), (' codependent', 1), (' cheated', 1), (' adequate', 1)]","[(' happy', 30), (' attached', 30)]",0553282476,cat's eye,MARGARET ATWOOD,1989,Bantam,http://images.amazon.com/images/P/0553282476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg
1301,a pale view of hills,kazuo ishiguro,librarian note previously published edition isbn 9780571225378 highly acclaimed debut pale view hills kazuo ishiguro tells story etsuko japanese woman living alone england dwelling recent suicide daughter retreating past finds reliving one particular hot summer nagasaki friends struggled rebuild lives war recalls strange friendship sachiko wealthy woman reduced vagrancy memories take disturbing cast ,Fiction,1990,Vintage Books,https://www.goodreads.com/book/show/28920.A_Pale_View_of_Hills,"[(' sad', 12), (' attached', 12), (' focused', 6), (' lost', 5), (' fearless', 5), (' attracted', 5), (' alone', 4), (' loved', 3), (' happy', 3), (' surprise', 3), (' fearful', 2), (' anxious', 2), (' average', 2), (' adequate', 1), (' bored', 1), (' entitled', 1), (' angry', 1), (' safe', 1), (' lustful', 1), (' independent', 1), (' apathetic', 1), (' esteemed', 1)]","[(' alone', 28)]",0140062602,a pale view of hills,Kazuo Ishiguro,1990,Vintage Books,http://images.amazon.com/images/P/0140062602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140062602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140062602.01.LZZZZZZZ.jpg
1302,the bridge of san luis rey,thornton wilder,beautiful new edition features unpublished notes novel illuminating documentary material included new afterword tappan wilder friday noon july twentieth 1714 finest bridge peru broke precipitated five travelers gulf celebrated sentence thornton wilder begins bridge san luis rey one towering achievements american fiction novel read throughout world chance monk witnesses tragedy brother juniper embarks quest prove divine intervention rather chance led deaths perished tragedy search leads death author timeless investigation nature love meaning human condition new edition wilder 1928 pulitzer prize winning novel contains new foreword russell banks ,Fiction,1976,Harper Mass Market Paperbacks (Mm),https://www.goodreads.com/book/show/92508.The_Bridge_of_San_Luis_Rey,"[(' sad', 17), (' happy', 15), (' loved', 14), (' attached', 13), (' attracted', 11), (' angry', 10), (' fearless', 5), (' average', 5), (' alone', 4), (' free', 4), (' hated', 4), (' focused', 3), (' lost', 3), (' belittled', 3), (' singled out', 2), (' fearful', 2), (' surprise', 2), (' independent', 2), (' codependent', 2), (' apathetic', 2), (' powerless', 1), (' entitled', 1), (' bored', 1), (' demoralized', 1), (' lustful', 1), (' obsessed', 1), (' derailed', 1)]","[(' attached', 30)]",0380005891,the bridge of san luis rey,Thornton Wilder,1976,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380005891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380005891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380005891.01.LZZZZZZZ.jpg
